"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-05-01 ~ 2026-05-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"8104","경기도 광주시 퇴촌면 관음리","216-4","0216","0004","삼환스타팰리스(106동)","72.7400","86.6250","202605","05","35,800","3","개인","개인","2024","천진암로 697-13","-","직거래","-","26.07.03"
"8105","경기도 안양시 동안구 관양동","1464-4","1464","0004","천진빌딩","25.8000","13.9800","202605","05","28,000","4","개인","개인","2013","관악대로404번길 10-3","-","중개거래","경기 안양시 동안구","-"
"8106","서울특별시 양천구 신정동","885-2","0885","0002","예지쉐르빌20차A동","65.8800","31.0250","202605","05","35,500","5","개인","개인","2003","신정중앙로21길 35","-","중개거래","서울 양천구","-"
"8107","인천광역시 남동구 구월동","1288-2","1288","0002","경창맨션(102동)","48.0400","30.5830","202605","05","7,700","1","개인","개인","1994","호구포로740번길 10","-","중개거래","인천 남동구","26.05.22"
"8108","서울특별시 양천구 신월동","483-14","0483","0014","삼익주택(나)","35.7600","25.7000","202605","05","16,500","3","개인","개인","1990","중앙로53길 43-1","-","중개거래","서울 양천구","-"
"8109","서울특별시 동작구 상도동","175-28","0175","0028","모던힐타운3차","36.4300","23.9200","202605","05","43,000","2","개인","개인","2015","장승배기로10가길 73","-","중개거래","서울 동작구","-"
"8110","서울특별시 송파구 잠실동","244-9","0244","0009","(244-9)","43.3500","26.0800","202605","05","55,000","3","개인","개인","2002","백제고분로19길 26-15","-","중개거래","경기 하남시, 서울 송파구","-"
"8111","경기도 구리시 수택동","518-6","0518","0006","씨티캐슬","58.9800","26.9100","202605","05","69,000","4","개인","개인","2016","수택천로33번길 15","-","중개거래","경기 구리시","-"
"8112","서울특별시 강서구 등촌동","572-9","0572","0009","라온제나(572-9)","39.3700","23.1700","202605","05","27,000","3","개인","개인","2017","등촌로13가길 17","20260526","중개거래","서울 양천구","-"
"8113","서울특별시 중구 신당동","67-302","0067","0302","진흥하이츠빌라","49.1100","24.8700","202605","05","38,800","4","개인","개인","1995","퇴계로90길 56-10","-","중개거래","서울 중구","26.06.30"
"8114","경기도 파주시 동패동","10-21","0010","0021","아크리움빌102동","53.3500","61.8700","202605","05","18,300","2","개인","개인","2020","미래로310번길 262","-","중개거래","경기 파주시","26.07.06"
"8115","경기도 과천시 별양동","27-10","0027","0010","(27-10)","33.5800","23.6700","202605","05","76,000","4","개인","개인","2021","향촌4길 53","-","중개거래","경기 과천시","-"
"8116","서울특별시 광진구 중곡동","53-16","0053","0016","세종스마트빌","27.9600","14.8800","202605","05","43,000","3","개인","개인","2019","천호대로113길 50-6","-","중개거래","서울 광진구","-"
"8117","서울특별시 관악구 신림동","1669-1","1669","0001","이룸뉴캐슬","32.0900","19.2990","202605","05","28,500","6","개인","개인","2016","조원중앙로2길 4","-","중개거래","서울 관악구","26.07.02"
"8118","서울특별시 강서구 화곡동","932-8","0932","0008","오케이파크빌(932-8)","38.8800","21.7800","202605","05","23,200","4","개인","개인","2015","월정로14길 8","-","중개거래","서울 강서구, 서울 양천구","26.05.20"
"8119","서울특별시 양천구 목동","713-11","0713","0011","목동월드파크빌","28.2700","14.0300","202605","05","35,000","6","개인","개인","2016","등촌로 120","-","중개거래","서울 양천구","26.05.22"
"8120","서울특별시 용산구 효창동","5-71","0005","0071","성경빌라1차","48.5900","28.3700","202605","05","77,000","1","개인","개인","1991","효창원로66길 35","-","중개거래","서울 용산구","26.05.21"
"8121","서울특별시 강동구 암사동","471-32","0471","0032","라비앙로즈","41.1400","22.6100","202605","05","25,800","2","개인","개인","2011","고덕로20마길 18","-","중개거래","서울 강동구","-"
"8122","서울특별시 강서구 내발산동","716-1","0716","0001","한서3차아트빌","63.9500","26.7200","202605","05","37,000","3","개인","개인","2002","강서로45라길 55-25","-","중개거래","서울 강서구","-"
"8123","경기도 수원시 권선구 탑동","796-2","0796","0002","서원아트B동","52.2200","39.3100","202605","05","7,400","-1","개인","개인","2003","탑동로36번길 28","-","중개거래","경기 수원시 권선구","-"
"8124","경기도 안양시 만안구 안양동","873-237","0873","0237","금지게빌라","47.3700","23.6000","202605","05","18,700","2","개인","개인","1997","양화로72번길 59-5","-","중개거래","경기 안양시 만안구","26.06.29"
"8125","울산광역시 중구 반구동","774-14","0774","0014","명동그린빌라","56.3700","32.5100","202605","05","8,700","4","개인","개인","1995","내황3길 43","-","중개거래","울산 중구","26.07.03"
"8126","서울특별시 송파구 삼전동","56-1","0056","0001","임강주택","40.7300","19.4200","202605","05","56,000","3","개인","개인","2002","백제고분로28길 24-17","-","중개거래","서울 송파구","-"
"8127","서울특별시 양천구 신월동","916-2","0916","0002","헤리티지빌라","39.4600","26.3900","202605","05","31,000","4","개인","개인","2017","지양로16길 7","-","중개거래","서울 동작구, 서울 양천구","26.07.03"
"8128","서울특별시 동대문구 전농동","103-228","0103","0228","하이프라자","28.6500","19.8400","202605","05","52,000","3","개인","개인","2019"," ","-","중개거래","서울 동대문구","26.07.01"
"8129","서울특별시 구로구 가리봉동","106-64","0106","0064","중앙하이츠빌(106-64)","50.3700","31.2800","202605","05","41,500","5","개인","개인","2002","우마1길 32","-","중개거래","서울 구로구","-"
"8130","대구광역시 서구 내당동","27-9","0027","0009","화진골든빌라트","74.3800","49.0938","202605","05","15,200","2","개인","개인","2002","통학로7길 11","-","중개거래","대구 서구","26.05.15"
"8131","서울특별시 송파구 송파동","100-30","0100","0030","동성빌라(100-30)","80.4000","59.1000","202605","05","98,000","3","개인","개인","1990","송이로8길 4","-","중개거래","서울 송파구","-"
"8132","서울특별시 동대문구 전농동","127-45","0127","0045","꿈에그린빌","58.0900","29.3600","202605","05","64,500","2","개인","개인","2017","서울시립대로23길 11","-","중개거래","서울 동대문구","-"
"8133","서울특별시 서초구 반포동","91-9","0091","0009","초원빌라","42.9200","32.6060","202605","05","54,000","4","개인","개인","1999","서래로 36","-","중개거래","서울 서초구","-"
"8134","제주특별자치도 제주시 화북이동","5764","5764","0000","더트루엘제주","65.4480","143.1684","202605","05","49,000","4","개인","개인","2024","번영로 75","-","중개거래","제주 제주시","-"
"8135","서울특별시 송파구 잠실동","244-9","0244","0009","(244-9)","20.3400","12.2380","202605","05","25,500","5","개인","개인","2002","백제고분로19길 26-15","-","중개거래","경기 하남시, 서울 송파구","-"
"8136","제주특별자치도 제주시 아라이동","930","0930","0000","방선문빌리지2차","71.3300","136.4800","202605","05","30,700","2","개인","개인","2012","아봉로 69","-","중개거래","제주 제주시","-"
"8137","서울특별시 노원구 공릉동","644-36","0644","0036","성우그랜드빌","69.8200","34.2900","202605","05","37,200","1","개인","개인","2004","공릉로24길 11","-","중개거래","서울 노원구","-"
"8138","경기도 화성시 병점구 송산동","135-221","0135","0221","동광B동","38.1900","30.0000","202605","05","3,200","1","개인","개인","1990","화산로45번길 17","-","중개거래","경기 수원시 권선구, 경기 화성시 병점구","26.05.14"
"8139","서울특별시 동작구 상도동","134-206","0134","0206","상도그린빌라(134-205)","54.6900","7.2079","202605","05","31,400","3","개인","개인","2003","상도로62가길 24-4","-","중개거래","서울 동작구","-"
"8140","서울특별시 송파구 석촌동","150-8","0150","0008","이수빌","63.8800","34.7300","202605","05","64,500","3","개인","개인","2008","백제고분로36가길 19-8","-","중개거래","서울 강동구, 서울 송파구","26.06.30"
"8141","경기도 안양시 동안구 관양동","1426-13","1426","0013","신현대빌라(1동)","47.9250","31.7100","202605","05","46,000","1","개인","개인","1986","관악대로359번길 28-21","-","중개거래","경기 안양시 동안구","-"
"8142","서울특별시 송파구 거여동","13-6","0013","0006","덕산아트빌라가동","72.2400","33.8400","202605","05","59,800","2","개인","개인","1990","오금로51길 16","-","중개거래","서울 송파구","26.07.02"
"8143","서울특별시 도봉구 창동","609-133","0609","0133","진한","55.7400","25.0200","202605","05","14,500","4","개인","개인","1995","도봉로110아길 57-33","-","중개거래","서울 도봉구","26.07.02"
"8144","경기도 안산시 상록구 본오동","932-14","0932","0014","리하우스","62.3650","33.7350","202605","05","29,400","4","개인","개인","2025","선암로1길 10-1","-","중개거래","경기 안산시 상록구","26.06.29"
"8145","서울특별시 마포구 성산동","240-18","0240","0018","한강지오빌","43.4200","26.8700","202605","05","31,500","2","개인","개인","2015","성미산로 56-7","-","중개거래","서울 마포구","26.07.02"
"8146","경기도 용인시 수지구 성복동","33-5","0033","0005","수지제일아이조움","22.4300","16.4878","202605","05","9,700","1","개인","개인","2006","심곡로 87","-","중개거래","경기 용인시 수지구","26.06.30"
"8147","경기도 고양시 일산동구 마두동","812","0812","0000","정발마을8청구빌라","123.9700","149.7600","202605","05","103,000","3","개인","개인","1997","정발산로 95","-","중개거래","경기 고양시 일산동구","26.06.30"
"8148","서울특별시 동대문구 휘경동","43-230","0043","0230","34동","73.3000","36.6000","202605","05","49,500","3","개인","개인","1997","한천로49길 30","-","중개거래","서울 동대문구","26.06.30"
"8149","서울특별시 강동구 천호동","299-30","0299","0030","(299-30)","50.0700","28.7200","202605","05","48,000","1","개인","개인","2003","구천면로35길 30","-","중개거래","서울 강동구","26.06.30"
"8150","서울특별시 은평구 역촌동","12-22","0012","0022","해피리움","27.5000","18.1800","202605","05","16,500","5","개인","개인","2012","연서로14길 24","-","중개거래","서울 은평구","-"
"8151","서울특별시 관악구 신림동","500-6","0500","0006","성광빌라트A동(500-6)","64.6500","35.6560","202605","05","23,200","-1","개인","개인","1993","난곡로78길 40","-","중개거래","서울 관악구","-"
"8152","서울특별시 도봉구 창동","582-87","0582","0087","정원베스트빌103동","55.7000","26.1400","202605","05","25,900","4","개인","개인","2013","덕릉로59바길 2","-","중개거래","서울 도봉구","-"
"8153","서울특별시 강남구 삼성동","30-5","0030","0005","(30-5)","26.1700","12.8400","202605","05","35,000","3","개인","개인","2002","선릉로120길 30","-","중개거래","서울 강남구","-"
"8154","서울특별시 동작구 상도동","279-176","0279","0176","부광빌라","57.7100","27.9100","202605","05","73,000","2","개인","개인","1994","성대로6마길 15","-","중개거래","서울 동작구","-"
"8155","경기도 수원시 영통구 이의동","1197","1197","0000","e편한세상TERRACE광교Westhill","113.5461","194.6408","202605","05","140,000","3","개인","개인","2017","웰빙타운로56번길 76","-","중개거래","경기 수원시 영통구","-"
"8156","경기도 안산시 단원구 와동","738-4","0738","0004","드림하우스","48.1800","32.0100","202605","05","11,700","4","개인","개인","2013","와개2길 9","-","중개거래","경기 안산시 단원구","26.06.26"
"8157","경상남도 거제시 고현동","261","0261","0000","방주빌라(2차)","97.3800","66.5840","202605","05","7,300","3","개인","개인","1997","거제중앙로12길 12-1","-","중개거래","경남 거제시","26.06.29"
"8158","서울특별시 광진구 자양동","653-24","0653","0024","한양에버빌(653-24)","29.7200","23.4996","202605","05","61,000","3","개인","개인","2019","뚝섬로 649-6","-","중개거래","서울 광진구","26.06.30"
"8159","서울특별시 금천구 독산동","972-50","0972","0050","로얄팰리스5","29.8700","20.8360","202605","05","32,500","3","개인","개인","2023","독산로99길 20-12","-","중개거래","서울 금천구","26.06.30"
"8160","서울특별시 강서구 등촌동","568-37","0568","0037","해피트리움","34.8500","23.5000","202605","05","27,200","2","개인","개인","2016","등촌로35가길 19","-","중개거래","서울 양천구","-"
"8161","서울특별시 관악구 신림동","484-24","0484","0024","쌍용프라임(484-24)","38.2800","23.7200","202605","05","37,000","5","개인","개인","2015","남부순환로161나길 38","-","중개거래","서울 관악구","-"
"8162","서울특별시 용산구 용문동","38-254","0038","0254","가온","59.6800","38.1000","202605","05","85,000","3","개인","개인","2007","효창원로25다길 37","-","중개거래","서울 용산구","-"
"8163","경기도 부천시 원미구 원미동","174-61","0174","0061","엘지빌","32.4150","19.5200","202605","05","15,000","5","개인","개인","2016","원미로77번길 20-12","-","중개거래","경기 부천시 원미구","-"
"8164","서울특별시 강남구 역삼동","664-17","0664","0017","리빙하이츠","44.0400","25.1870","202605","05","38,000","3","개인","개인","2002","언주로99길 21-5","-","중개거래","경기 시흥시","-"
"8165","서울특별시 용산구 원효로1가","29-39","0029","0039","원효밸류투","27.2900","20.0000","202605","05","97,500","2","개인","개인","2014","원효로81길 20-24","-","중개거래","서울 용산구","-"
"8166","서울특별시 은평구 불광동","331-21","0331","0021","미산빌9","26.4400","18.7000","202605","05","37,800","4","개인","개인","2021","통일로78가길 13-53","-","중개거래","서울 은평구","-"
"8167","경상북도 영천시 완산동","1090-15","1090","0015","완산황토","65.4900","51.4400","202605","05","5,400","3","개인","개인","2002","구읍4길 22-6","-","직거래","-","26.05.14"
"8168","서울특별시 성북구 석관동","261-306","0261","0306","스위트빌2차","29.7400","22.1100","202605","05","30,000","4","개인","개인","2019","돌곶이로11길 25","-","중개거래","서울 성북구","26.05.13"
"8169","경기도 남양주시 호평동","569-23","0569","0023","훼밀리타운16동","45.8400","71.4500","202605","05","14,900","1","개인","개인","2015","늘을1로73번길 20-19","-","중개거래","경기 남양주시","26.05.13"
"8170","경기도 광명시 광명동","728","0728","0000","이림휴먼빌리지(728)","46.5500","30.0899","202605","05","32,700","2","개인","개인","1994","덕단이로9번길 42","-","중개거래","경기 광명시","-"
"8171","경기도 군포시 금정동","81-9","0081","0009","퍼스트빌","51.8800","34.9690","202605","05","40,000","2","개인","개인","2016","군포로683번안길 17-4","-","중개거래","경기 군포시","-"
"8172","충청남도 당진시 합덕읍 운산리","301-40","0301","0040","서동빌라(가)","39.7600","37.3100","202605","05","3,370","2","개인","개인","1991","버그내1길 31","-","중개거래","충남 당진시","26.05.11"
"8173","서울특별시 성동구 성수동1가","656-1204","0656","1204","(656-1204)","29.7200","16.2000","202605","05","33,600","4","개인","개인","2012","뚝섬로1가길 10","-","중개거래","서울 성동구","-"
"8174","충청북도 청주시 흥덕구 복대동","980-11","0980","0011","동양다동","46.0800","46.9200","202605","05","4,500","3","개인","개인","1990","가로수로1380번길 22","-","중개거래","충북 청주시 서원구","26.05.08"
"8175","서울특별시 양천구 목동","506-6","0506","0006","서경목동클래스","29.7400","21.1700","202605","05","35,600","2","개인","개인","2023","목동중앙본로 115","-","중개거래","서울 양천구","26.05.12"
"8176","경기도 용인시 처인구 포곡읍 삼계리","476-22","0476","0022","강림빌라(D동)","46.0800","30.7500","202605","05","3,000","-1","개인","개인","1990","포곡로297번길 10-6","-","중개거래","경기 용인시 처인구","26.05.11"
"8177","서울특별시 광진구 구의동","655-2","0655","0002","정우연립","52.3800","35.1500","202605","05","38,000","1","개인","개인","1986","자양로23가길 5","-","중개거래","서울 광진구","26.05.11"
"8178","서울특별시 송파구 가락동","181-27","0181","0027","정우아트빌","55.5600","36.3300","202605","05","24,000","5","개인","개인","2006","문정로13길 6","-","직거래","-","26.05.07"
"8179","서울특별시 강서구 화곡동","29-202","0029","0202","미소람빌","62.1000","28.4000","202605","05","12,300","-1","개인","개인","2001","까치산로18길 24-19","-","중개거래","서울 강서구","26.06.26"
"8180","서울특별시 중랑구 묵동","248-126","0248","0126","(248-126)","29.2500","19.8090","202605","05","26,700","5","개인","개인","2017","동일로149길 71","-","중개거래","서울 중랑구","26.06.25"
"8181","서울특별시 강서구 화곡동","396-8","0396","0008","광산맨숀(396-8)","45.1400","21.2000","202605","05","16,500","3","개인","개인","2001","강서로18마길 14-7","-","중개거래","서울 강서구, 서울 양천구","-"
"8182","서울특별시 성북구 석관동","133-88","0133","0088","로뎀하이빌","55.4900","33.3600","202605","05","35,700","2","개인","개인","2012","화랑로40길 28-13","-","중개거래","서울 성북구","-"
"8183","인천광역시 미추홀구 도화동","531-17","0531","0017","민성빌라","36.8100","27.6100","202605","05","2,500","-1","개인","개인","1991","경인북길471번길 17","-","중개거래","인천 미추홀구","26.05.11"
"8184","경기도 수원시 권선구 구운동","139-145","0139","0145","대진빌라가동","39.6600","23.8750","202605","05","6,350","3","개인","개인","1988","구운중로4번길 40","-","중개거래","경기 수원시 권선구","26.05.08"
"8185","서울특별시 도봉구 도봉동","601-17","0601","0017","세광골드타운(A)","59.8600","28.4500","202605","05","23,000","3","개인","개인","2002","도봉로169나길 87","-","중개거래","서울 도봉구","-"
"8186","대전광역시 중구 옥계동","71-6","0071","0006","오토빌라C동","39.0000","30.1000","202605","05","2,400","4","개인","개인","1992","모암로 47-1","-","중개거래","대전 중구","26.05.11"
"8187","인천광역시 서해구 석남동","322-83","0322","0083","씨엠벨리104동","49.8000","27.1500","202605","05","15,000","4","개인","개인","2011","서달로20번길 13-27","-","중개거래","경기 부천시 소사구","26.06.26"
"8188","서울특별시 서대문구 홍제동","361-16","0361","0016","(361-16)","56.2000","44.5757","202605","05","20,000","2","개인","개인","1978","홍제내길 66","-","중개거래","서울 서대문구","-"
"8189","서울특별시 강북구 수유동","30-3","0030","0003","현대그랑빌(30-3)","52.5600","26.0300","202605","05","28,200","3","개인","개인","2003","삼각산로34길 35","-","중개거래","서울 강북구","-"
"8190","울산광역시 울주군 온산읍 덕신리","1314-14","1314","0014","동남빌라","50.3100","38.6000","202605","05","4,800","3","개인","개인","1991","덕신4길 41","-","중개거래","울산 울주군","26.05.08"
"8191","충청북도 청주시 흥덕구 운천동","802","0802","0000","대호1동","45.7200","42.0800","202605","05","4,900","1","개인","개인","1989","흥덕로145번길 7-5","-","중개거래","충북 청주시 흥덕구","26.05.08"
"8192","인천광역시 영종구 중산동","1316-4","1316","0004","리치그린빌B동","36.4900","62.5000","202605","05","7,850","1","개인","개인","2009","운중로 196-4","-","중개거래","인천 영종구","26.05.07"
"8193","경기도 남양주시 진건읍 용정리","362-2","0362","0002","까사빌레진건","52.7900","32.5900","202605","05","16,000","2","개인","개인","2019","진건오남로86번길 74","-","중개거래","경기 남양주시","26.05.08"
"8194","인천광역시 검단구 마전동","1163-9","1163","0009","진영팰리스","71.0000","43.5207","202605","05","19,900","3","개인","개인","2022","가현로133번길 7","-","중개거래","인천 서해구","26.06.12"
"8195","인천광역시 서해구 연희동","682-23","0682","0023","연희아트빌(682-23)","54.6400","34.7700","202605","05","12,000","2","개인","개인","2002","승학로 330-11","-","중개거래","인천 서해구","26.06.05"
"8196","인천광역시 서해구 가좌동","238-1","0238","0001","성광주택(A,B동)","42.7300","33.6700","202605","05","4,800","1","개인","개인","1989","장고개로275번길 19","-","중개거래","인천 서해구","-"
"8197","인천광역시 서해구 석남동","495-4","0495","0004","롯대","45.0100","16.7400","202605","05","9,800","3","개인","개인","2002","신석로122번길 29","-","중개거래","인천 서해구","26.05.14"
"8198","인천광역시 서해구 가정동","523","0523","0000","신광빌라1동","45.4500","22.8500","202605","05","6,800","-1","개인","개인","1993","율도로111번길 14","-","중개거래","인천 서해구","26.05.08"
"8199","인천광역시 서해구 가정동","563-3","0563","0003","삼합주택4동","37.2600","26.6100","202605","05","8,000","4","개인","개인","1992","서달로193번길 6-12","20260506","중개거래","인천 서해구","-"
"8200","경상남도 통영시 광도면 죽림리","1584-2","1584","0002","웨스턴모나코","46.3968","19.8817","202605","05","11,000","11","개인","개인","2019","죽림1로 16","-","직거래","-","26.05.08"
"8201","서울특별시 광진구 광장동","264-1","0264","0001","유천빌라","143.2500","121.1200","202605","05","140,000","3","개인","개인","1984","광장로 63","-","중개거래","서울 광진구","-"
"8202","서울특별시 관악구 봉천동","1515-4","1515","0004","아크로팰리스","28.2400","18.3900","202605","05","31,400","4","개인","개인","2020","양녕로6다길 26","-","중개거래","서울 관악구","-"
"8203","서울특별시 양천구 목동","498-27","0498","0027","(498-27)","35.1600","17.5800","202605","05","19,000","1","개인","개인","1991","목동중앙본로29길 20-18","-","중개거래","서울 양천구","-"
"8204","서울특별시 중랑구 상봉동","84-30","0084","0030","청운명가","29.9500","16.4000","202605","05","24,000","5","개인","개인","2017","봉우재로49길 6","-","직거래","-","26.05.07"
"8205","서울특별시 동작구 상도동","335-57","0335","0057","다울네버빌B동","78.2600","33.2600","202605","05","69,000","2","개인","개인","2000","상도로13라길 16","-","중개거래","서울 동작구","-"
"8206","경기도 광명시 광명동","32-65","0032","0065","채움플러스","54.2750","25.4500","202605","05","59,700","6","개인","개인","2021","광삼로27번길 12","-","중개거래","경기 광명시","-"
"8207","경기도 화성시 병점구 송산동","138-12","0138","0012","오성빌라(마동)","44.9700","34.0000","202605","05","4,900","2","개인","개인","1991","작현길24번길 41-3","20260511","중개거래","경기 화성시 병점구","-"
"8208","제주특별자치도 서귀포시 동홍동","482-1","0482","0001","남양맨숀(B동)","55.7700","54.0900","202605","05","8,300","3","개인","개인","1987","동홍로72번길 8","-","직거래","-","26.05.07"
"8209","대구광역시 북구 동변동","289-1","0289","0001","동변아트빌","75.4400","47.6250","202605","05","11,600","4","개인","개인","2002","동변로20길 21","-","직거래","-","26.05.06"
"8210","충청북도 청주시 서원구 남이면 척산리","605","0605","0000","미평빌라","57.6200","42.4600","202605","05","2,700","4","개인","개인","1991","척산길 23","-","직거래","-","26.05.06"
"8211","강원특별자치도 강릉시 내곡동","267","0267","0000","기산그린타운","30.5900","57.5087","202605","05","3,700","2","개인","개인","1997","범일로 528","-","중개거래","강원 강릉시","26.05.06"
"8212","경기도 의정부시 의정부동","556-17","0556","0017","한솔빌라(나동)","41.0000","18.0600","202605","05","9,800","2","개인","개인","2002","범골로142번길 11","-","중개거래","경기 의정부시","26.05.08"
"8213","서울특별시 강서구 공항동","665-12","0665","0012","DH팰리스","29.8400","19.0700","202605","05","30,000","3","개인","개인","2017","방화대로7나길 32-12","-","중개거래","서울 동작구","-"
"8214","부산광역시 금정구 회동동","160-4","0160","0004","정원A동","45.0900","36.7600","202605","05","3,000","2","개인","개인","1980","회천로14번길 8","-","중개거래","부산 동래구","26.05.06"
"8215","인천광역시 미추홀구 용현동","222-7","0222","0007","(222-7)","69.2500","38.3000","202605","05","11,000","4","개인","개인","2004","비룡길56번길 36","-","중개거래","인천 미추홀구","26.05.06"
"8216","인천광역시 남동구 만수동","841-27","0841","0027","대명빌라(841-27)","35.9100","22.8500","202605","05","3,000","-1","개인","개인","1991","서판로59번길 6-6","-","중개거래","인천 남동구","26.05.06"
"8217","서울특별시 강남구 역삼동","828-13","0828","0013","(828-13)","64.7600","60.3400","202605","05","86,500","1","개인","개인","1989","테헤란로10길 38","-","중개거래","서울 강남구","-"
"8218","경기도 안성시 공도읍 용두리","135-1","0135","0001","진흥빌라","59.4000","61.0000","202605","05","5,500","1","개인","개인","1987","공도1로 47","-","중개거래","경기 안성시","-"
"8219","서울특별시 영등포구 양평동4가","163-1","0163","0001","세이지빌2차","29.9000","16.5200","202605","05","24,000","3","개인","개인","2011","선유로53길 13","-","중개거래","서울 영등포구","-"
"8220","서울특별시 강남구 개포동","163-1","0163","0001","BLISSVILLE","72.0080","46.3400","202605","05","65,600","3","개인","개인","2017","선릉로10길 22-4","20260507","중개거래","서울 강남구","-"
"8221","서울특별시 광진구 자양동","599-37","0599","0037","위너스빌","50.9600","30.3100","202605","05","114,500","3","개인","개인","2015","뚝섬로44길 51-3","-","중개거래","서울 광진구","-"
"8222","대전광역시 동구 대동","1-505","0001","0505","대동","54.8500","53.5300","202605","05","4,350","2","개인","개인","1989","동대전로110번길 109","-","중개거래","대전 동구","-"
"8223","경기도 고양시 일산서구 대화동","1997","1997","0000","성저마을(건영9)","59.8800","69.4399","202605","05","31,500","1","개인","개인","1996","성저로 91","-","중개거래","경기 고양시 일산서구","-"
"8224","서울특별시 서초구 방배동","766-12","0766","0012","대양리치빌Ⅱ","42.0100","33.6570","202605","05","65,000","3","개인","개인","2016","동광로3길 83","-","직거래","-","-"
"8225","부산광역시 부산진구 초읍동","263-14","0263","0014","정든블루빌","55.4300","34.5300","202605","05","15,100","5","개인","개인","2014","성지로153번길 126","-","중개거래","부산 부산진구","-"
"8226","경기도 과천시 부림동","34-4","0034","0004","더힐(thehills)","50.3900","32.0628","202605","05","120,000","4","개인","개인","2022"," ","20260630","중개거래","경기 과천시","-"
"8227","전남광주통합특별시 북구 두암동","822-11","0822","0011","서광","77.4190","54.1000","202605","04","7,500","2","개인","개인","1983","면앙로170번길 2","-","직거래","-","26.06.05"
"8228","전남광주통합특별시 동구 용산동","636-53","0636","0053","용봉빌라","66.4800","47.1613","202605","04","5,500","2","개인","개인","1982","화산로351번길 16","-","직거래","-","26.05.08"
"8229","인천광역시 서해구 가정동","558-6","0558","0006","은영그린타운103.104동","41.7600","29.7000","202605","04","7,900","3","법인","개인","1990","서달로 217","-","직거래","-","26.05.04"
"8230","인천광역시 제물포구 율목동","242-50","0242","0050","동인천하이츠빌라","52.3200","31.6200","202605","04","9,700","4","개인","개인","1999","답동로24번길 1","20260607","중개거래","서울 관악구","-"
"8231","경기도 파주시 야당동","186-25","0186","0025","글로리아101동","40.9798","59.0200","202605","04","17,000","4","개인","개인","2020","하우고개길 154-57","-","중개거래","경기 파주시","26.06.22"
"8232","서울특별시 양천구 신월동","244-7","0244","0007","정안빌라(가)","36.7500","26.0100","202605","04","13,200","2","개인","개인","1990","월정로13길 17","-","중개거래","서울 양천구","26.06.23"
"8233","서울특별시 용산구 효창동","5-20","0005","0020","은혜빌","50.2600","27.5400","202605","04","68,000","2","개인","개인","2008","효창원로72길 30","-","중개거래","서울 용산구","26.06.25"
"8234","경기도 남양주시 화도읍 마석우리","18-21","0018","0021","더우리빌1차","51.0600","67.5000","202605","04","14,000","2","개인","개인","2018","소래비로 121-20","-","중개거래","경기 남양주시","26.06.24"
"8235","경기도 고양시 덕양구 동산동","53-40","0053","0040","더세영","43.5100","35.5800","202605","04","25,800","3","개인","법인","2022","고양대로2002번길 85","-","직거래","-","26.06.25"
"8236","서울특별시 마포구 대흥동","3-24","0003","0024","디어하우스","16.9300","16.5300","202605","04","100,000","4","개인","개인","2021","숭문길 187","-","중개거래","서울 마포구","26.06.25"
"8237","경기도 수원시 팔달구 매산로3가","45-11","0045","0011","교보타운1동","59.9900","43.5600","202605","04","17,500","2","개인","개인","1992","매산로 93-7","-","중개거래","경기 수원시 팔달구","26.06.23"
"8238","서울특별시 관악구 봉천동","635-607","0635","0607","CG아름채14차","20.9100","18.5300","202605","04","24,000","4","개인","개인","2021","국회단지12길 24","-","중개거래","서울 관악구","26.06.24"
"8239","인천광역시 남동구 남촌동","351-21","0351","0021","대길(A동)","28.9400","17.0300","202605","04","2,300","-1","개인","개인","1990","남촌로124번길 62-26","-","중개거래","인천 남동구","26.06.24"
"8240","서울특별시 강동구 둔촌동","614-5","0614","0005","길성빌라(가나동)","41.4000","26.7700","202605","04","49,000","1","개인","개인","1987","동남로49길 38","-","중개거래","서울 강동구","-"
"8241","서울특별시 강남구 신사동","523-17","0523","0017","화이트빌(523-17)","168.3900","74.5000","202605","04","165,000","4","개인","개인","2015","강남대로162길 35","-","중개거래","서울 강남구","-"
"8242","경기도 성남시 분당구 서현동","323","0323","0000","효자촌대명","57.6300","64.4182","202605","04","90,000","4","개인","개인","1995","분당로263번길 67","20260626","중개거래","경기 성남시 분당구","-"
